Date,TargetCountry,TargetCountryCode,ReceivingCountry,ReceivingCountryCode,Action,NumArticles,AvgTone,AvgGoldsteinScale
20170117,1,2,37,1,090,10,1.875,-2.0
20170117,1,2,40,1,010,10,-2.41691842900302,0.0
20170117,1,2,40,1,090,6,-2.41691842900302,-2.0
20170118,1,2,8,1,057,10,0.46189376443418,8.0
20170118,1,2,16,1,010,5,8.46560846560846,0.0
20170118,1,2,16,1,051,5,8.46560846560846,3.4
20170118,1,2,23,1,036,2,-0.17452006980803,4.0
20170118,1,2,40,1,046,5,-2.85204991087344,7.0
20170118,1,2,40,1,051,1,0.0,3.4
20170119,1,2,15,1,036,2,0.5730659025788,4.0
20170119,1,2,16,1,1712,6,-2.59433962264151,-9.2
20170119,1,2,23,1,190,10,-0.19342359767892,-10.0
20170119,1,2,40,1,051,1,-0.13089005235602,3.4
20170120,1,2,12,1,010,12,3.89177068136381,0.0
20170120,1,2,15,1,036,4,0.025436345545274963,4.0
20170120,1,2,23,1,043,3,3.66795366795367,2.8
20170120,1,2,27,1,040,6,-6.48854961832061,1.0
20170120,1,2,40,1,040,8,-7.59493670886076,1.0
20170120,1,2,40,1,154,8,-7.59493670886076,-7.2
20170121,1,2,5,1,010,5,-0.34071550255536,0.0
20170121,1,2,12,1,010,6,3.79146919431279,0.0
20170122,1,2,9,1,040,2,0.613496932515333,1.0
20170122,1,2,12,1,010,6,2.05128205128205,0.0
20170122,1,2,14,1,010,6,3.94736842105263,0.0
20170122,1,2,23,1,010,6,-0.76923076923077,0.0
20170123,1,2,5,1,040,1,2.27272727272727,1.0
20170123,1,2,5,1,110,5,-3.16622691292876,-2.0
20170123,1,2,23,1,010,1,-7.64705882352941,0.0
20170123,1,2,23,1,043,4,-2.25,2.8
20170123,1,2,26,1,030,10,-0.82644628099173,4.0
20170123,1,2,27,1,040,6,-1.806066463945005,1.0
20170123,1,2,27,1,112,6,-5.70719602977667,-2.0
20170123,1,2,40,1,010,3,-2.38095238095238,0.0
20170123,1,2,40,1,090,5,-2.38095238095238,-2.0
20170124,1,2,5,1,057,4,-1.53846153846153,8.0
20170124,1,2,16,1,033,3,-0.56603773584906,5.2
20170124,1,2,24,1,051,6,-0.34883720930232,3.4
20170124,1,2,27,1,010,2,-2.22222222222222,0.0
20170124,1,2,27,1,020,3,-1.5625,3.0
20170124,1,2,27,1,040,4,-1.65931898822849,1.0
20170124,1,2,35,1,043,1,0.44345898004435,2.8
20170125,1,2,11,1,040,20,-1.36142983230362,1.0
20170125,1,2,23,1,100,4,-1.64744645799011,-5.0
20170125,1,2,27,1,020,2,-1.20160213618158,3.0
20170125,1,2,27,1,040,10,-0.25542784163474,1.0
20170125,1,2,35,1,043,2,1.26903553299492,2.8
20170125,1,2,40,1,040,6,-0.38986354775829,1.0
20170125,1,2,41,1,051,6,0.8363201911589,3.4
20170126,1,2,12,1,114,5,1.02575294631166,-2.0
20170126,1,2,16,1,1712,6,-0.99403578528827,-9.2
20170126,1,2,25,1,040,10,-5.5421686746988,1.0
20170126,1,2,34,1,057,24,4.4912822687469713,8.0
20170126,1,2,41,1,051,6,0.61728395061728,3.4
20170127,1,2,10,1,013,2,-1.91424196018377,0.4
20170127,1,2,12,1,046,3,3.83141762452107,7.0
20170127,1,2,23,1,013,2,0.52083333333333,0.4
20170127,1,2,23,1,040,5,1.30434782608696,1.0
20170127,1,2,23,1,042,10,2.02702702702703,1.9
20170127,1,2,25,1,040,6,3.40136054421769,1.0
20170127,1,2,27,1,012,3,1.68067226890756,-0.4
20170127,1,2,27,1,040,2,-1.38888888888889,1.0
20170127,1,2,27,1,070,4,-2.03252032520325,7.0
20170127,1,2,27,1,090,10,-2.03252032520325,-2.0
20170128,1,2,26,1,112,5,-6.25,-2.0
20170129,1,2,25,1,040,6,3.40136054421769,1.0
20170130,1,2,2,1,100,3,-4.92554410080184,-5.0
20170130,1,2,20,1,010,6,-1.41935483870967,0.0
20170130,1,2,27,1,051,1,-1.54277699859747,3.4
20170131,1,2,8,1,050,20,-4.37386960491282,3.5
20170131,1,2,9,1,041,6,-6.16113744075829,1.0
20170131,1,2,14,1,014,4,0.6423982869379,0.0
20170131,1,2,20,1,011,2,-5.75916230366492,-0.1
20170131,1,2,27,1,051,1,0.27027027027027,3.4
20170131,1,2,27,1,110,6,0.5,-2.0
20170201,1,2,9,1,111,2,-7.27272727272727,-2.0
20170201,1,2,20,1,011,6,-3.88554555974609,-0.1
20170201,1,2,27,1,040,6,1.5625,1.0
20170201,1,2,27,1,060,2,-2.24525043177893,6.0
20170201,1,2,41,1,051,3,1.11111111111111,3.4
20170202,1,2,15,1,130,10,-1.19840213049268,-4.4
20170202,1,2,20,1,011,2,-4.99405469678953,-0.1
20170202,1,2,20,1,042,6,-5.61797752808989,1.9
20170202,1,2,23,1,042,14,-0.49822064056939,1.9
20170202,1,2,23,1,130,2,0.91185410334347,-4.4
20170202,1,2,27,1,040,6,-0.88757396449705,1.0
20170202,1,2,27,1,046,6,-3.8961038961039,7.0
20170202,1,2,43,1,010,3,3.40136054421768,0.0
20170202,1,2,43,1,013,3,3.40136054421768,0.4
20170203,1,2,11,1,042,9,3.84615384615385,1.9
20170203,1,2,16,1,046,8,2.52100840336134,7.0
20170203,1,2,20,1,011,2,-1.50564617314931,-0.1
20170203,1,2,23,1,012,2,-5.48815713460428,-0.4
20170203,1,2,23,1,043,20,-0.923728813559322,2.8
20170203,1,2,23,1,173,10,6.62921348314607,-5.0
20170203,1,2,27,1,012,2,-6.57741559953434,-0.4
20170204,1,2,5,1,010,5,-1.67910447761194,0.0
20170204,1,2,14,1,040,6,0.89086859688196,1.0
20170204,1,2,23,1,040,2,-2.95475530932594,1.0
20170205,1,2,2,1,100,3,-2.40384615384615,-5.0
20170205,1,2,5,1,010,5,-1.67910447761194,0.0
20170205,1,2,23,1,042,4,-3.24074074074074,1.9
20170205,1,2,41,1,051,6,1.41242937853108,3.4
20170206,1,2,4,1,051,1,-1.16279069767442,3.4
20170206,1,2,5,1,030,6,2.00722601364914,4.0
20170206,1,2,15,1,051,1,-1.16279069767442,3.4
20170206,1,2,27,1,012,3,-1.09289617486338,-0.4
20170206,1,2,40,1,031,6,-4.00883838383838,5.2
20170207,1,2,2,1,100,3,-5.01710376282782,-5.0
20170207,1,2,8,1,010,6,-5.26315789473684,0.0
20170207,1,2,14,1,036,10,-0.2846975088968,4.0
20170207,1,2,14,1,046,10,-0.2846975088968,7.0
20170207,1,2,16,1,071,4,0.27397260273972,7.4
20170207,1,2,23,1,040,2,5.40540540540541,1.0
20170207,1,2,27,1,060,2,-2.99727520435968,6.0
20170207,1,2,40,1,192,8,1.68674698795181,-9.5
20170208,1,2,11,1,040,5,3.11284046692607,1.0
20170208,1,2,23,1,043,2,-1.68539325842697,2.8
20170208,1,2,23,1,084,6,-2.10084033613446,7.0
20170208,1,2,35,1,040,10,-1.72143974960876,1.0
20170208,1,2,40,1,031,6,-4.01002506265664,5.2
20170209,1,2,2,1,010,1,-2.1702838063439,0.0
20170209,1,2,5,1,057,4,2.9716030661210251,8.0
20170209,1,2,14,1,010,10,0.0,0.0
20170209,1,2,23,1,036,2,1.69491525423729,4.0
20170209,1,2,23,1,190,3,-2.05714285714286,-10.0
20170209,1,2,35,1,040,10,-1.90972222222223,1.0
20170209,1,2,38,1,040,8,-6.23618805436987,1.0
20170210,1,2,14,1,071,3,-0.1233045622688,7.4
20170211,1,2,27,1,020,4,-1.92414260205652,3.0
20170211,1,2,27,1,040,6,2.08913649025069,1.0
20170211,1,2,41,1,014,2,-0.8595988538682,0.0
20170212,1,2,8,1,042,5,-0.63291139240506,1.9
20170212,1,2,14,1,030,12,-0.80743745248462,4.0
20170212,1,2,14,1,043,2,-3.2520325203252,2.8
20170212,1,2,26,1,072,3,-10.2222222222223,8.3
20170212,1,2,27,1,020,28,-2.0595925419782519,3.0
20170212,1,2,27,1,141,14,-2.33303789398392,-6.5
20170213,1,2,5,1,042,2,-0.24630541871921,1.9
20170213,1,2,5,1,043,6,1.74825174825175,2.8
20170213,1,2,5,1,046,6,2.11111111111111,7.0
20170213,1,2,5,1,062,6,-4.12371134020619,7.4
20170213,1,2,5,1,190,6,-4.12371134020619,-10.0
20170213,1,2,11,1,040,10,-2.54658385093168,1.0
20170213,1,2,14,1,042,6,0.0,1.9
20170213,1,2,26,1,072,3,-9.67741935483869,8.3
20170214,1,2,2,1,051,1,1.7910447761194,3.4
20170214,1,2,5,1,046,6,0.0,7.0
20170214,1,2,5,1,051,1,-0.87829360100377,3.4
20170214,1,2,8,1,042,5,-0.63291139240506,1.9
20170214,1,2,14,1,020,2,-2.3219814241486,3.0
20170215,1,2,12,1,030,2,-2.15384615384615,4.0
20170215,1,2,23,1,020,6,0.70754716981132,3.0
20170215,1,2,23,1,030,6,0.70754716981132,4.0
20170215,1,2,23,1,040,6,0.70754716981132,1.0
20170215,1,2,23,1,173,2,-2.60115606936417,-5.0
20170216,1,2,2,1,051,8,-1.5736962896850648,3.4
20170216,1,2,5,1,042,10,1.40845070422536,1.9
20170217,1,2,2,1,051,4,-0.8893280632411,3.4
20170217,1,2,14,1,020,2,-2.29555236728838,3.0
20170218,1,2,27,1,046,10,0.854700854700855,7.0
20170218,1,2,41,1,051,4,1.62271805273834,3.4
20170219,1,2,2,1,051,4,-0.8893280632411,3.4
20170219,1,2,16,1,051,3,-1.38888888888889,3.4
20170220,1,2,2,1,051,4,-0.8893280632411,3.4
20170221,1,2,2,1,010,2,2.66666666666666,0.0
20170221,1,2,9,1,010,6,1.51515151515151,0.0
20170221,1,2,25,1,042,3,1.05973025048169,1.9
20170221,1,2,25,1,190,2,-2.19244823386115,-10.0
20170221,1,2,36,1,033,6,-0.4739336492891,5.2
20170222,1,2,5,1,040,5,3.72670807453416,1.0
20170222,1,2,8,1,130,10,0.829875518672201,-4.4
20170222,1,2,19,1,040,2,3.24324324324324,1.0
20170222,1,2,23,1,046,12,0.8611499921208,7.0
20170222,1,2,26,1,046,3,-3.08370044052863,7.0
20170222,1,2,27,1,040,2,0.79365079365079,1.0
20170222,1,2,27,1,046,2,0.79365079365079,7.0
20170223,1,2,5,1,040,5,3.06748466257669,1.0
20170223,1,2,5,1,111,3,0.21834061135371,-2.0
20170223,1,2,17,1,040,6,-2.72585669781931,1.0
20170223,1,2,27,1,040,4,0.828189300411525,1.0
20170223,1,2,27,1,046,4,0.828189300411525,7.0
20170223,1,2,28,1,080,18,0.912823493468653,5.0
20170224,1,2,2,1,112,4,2.1311475409836,-2.0
20170224,1,2,5,1,084,2,1.14068441064639,7.0
20170224,1,2,9,1,020,2,-2.86806883365201,3.0
20170224,1,2,11,1,070,1,-0.36166365280289,7.0
20170224,1,2,27,1,030,1,5.14640638864242,4.0
20170224,1,2,28,1,036,2,1.3184584178499,4.0
20170224,1,2,28,1,080,28,1.79946258639133,5.0
20170224,1,2,47,1,020,5,-1.13636363636364,3.0
20170224,1,2,47,1,051,5,-1.13636363636364,3.4
20170225,1,2,23,1,046,10,-1.20218579234973,7.0
20170225,1,2,40,1,043,6,-3.68663594470046,2.8
20170227,1,2,5,1,071,6,-1.32075471698113,7.4
20170227,1,2,5,1,120,2,-6.36704119850188,-4.0
20170228,1,2,5,1,040,6,-0.95057034220532,1.0
20170228,1,2,23,1,046,10,-1.31578947368421,7.0
20170228,1,2,23,1,071,2,-1.22137404580152,7.4
20170228,1,2,40,1,0831,2,3.24074074074074,5.0
20170301,1,2,19,1,013,2,2.89855072463768,0.4
20170301,1,2,19,1,090,2,3.24324324324324,-2.0
20170301,1,2,25,1,010,4,-2.12314225053079,0.0
20170301,1,2,27,1,020,1,1.3986013986014,3.0
20170302,1,2,24,1,042,1,-3.79061371841155,1.9
20170302,1,2,46,1,020,6,2.22772277227723,3.0
20170303,1,2,5,1,020,1,0.0,3.0
20170303,1,2,6,1,064,8,-2.16216216216216,7.0
20170303,1,2,13,1,042,26,4.3655217260038555,1.9
20170303,1,2,27,1,023,8,0.0,3.4
20170303,1,2,27,1,186,8,-0.87719298245614,-10.0
20170304,1,2,13,1,042,26,1.40540601677561,1.9
20170305,1,2,12,1,040,2,-1.75746924428822,1.0
20170305,1,2,13,1,042,8,3.125,1.9
20170306,1,2,11,1,120,5,-9.4795539033457,-4.0
20170306,1,2,13,1,042,48,0.5388083987676201,1.9
20170306,1,2,18,1,040,33,1.34520601701143,1.0
20170306,1,2,23,1,173,3,-8.53018372703412,-5.0
20170307,1,2,5,1,010,6,-0.54054054054054,0.0
20170307,1,2,5,1,051,3,-0.59777967549103,3.4
20170307,1,2,23,1,031,6,0.29673590504451,5.2
20170308,1,2,5,1,010,6,0.0,0.0
20170308,1,2,9,1,046,8,-2.25806451612903,7.0
20170308,1,2,19,1,071,6,3.63036303630363,7.4
20170308,1,2,23,1,020,10,0.18165304268846,3.0
20170308,1,2,23,1,031,6,0.29673590504451,5.2
20170308,1,2,23,1,0311,10,-0.58823529411765,5.2
20170308,1,2,27,1,036,6,-1.68776371308017,4.0
20170309,1,2,9,1,020,3,-3.82978723404255,3.0
20170309,1,2,22,1,010,2,-1.194743130227,0.0
20170309,1,2,24,1,020,2,-0.95465393794749,3.0
20170309,1,2,41,1,043,6,-1.45772594752186,2.8
20170310,1,2,9,1,172,2,-5.38116591928251,-5.0
20170310,1,2,40,1,111,6,-0.88362206235695,-2.0
20170310,1,2,41,1,043,6,-1.12107623318386,2.8
20170311,1,2,2,1,046,6,-2.06489675516224,7.0
20170312,1,2,12,1,010,4,2.5,0.0
20170312,1,2,14,1,012,2,-1.58982511923689,-0.4
20170312,1,2,27,1,010,2,-2.84552845528455,0.0
20170313,1,2,9,1,036,2,-1.46443514644352,4.0
20170313,1,2,23,1,040,10,2.5,1.0
20170313,1,2,27,1,010,2,-2.84552845528455,0.0
20170314,1,2,9,1,010,4,-1.33891213389121,0.0
20170314,1,2,9,1,036,2,-4.72972972972973,4.0
20170314,1,2,9,1,043,6,1.17302052785923,2.8
20170314,1,2,13,1,010,1,-3.82293762575452,0.0
20170314,1,2,36,1,020,1,0.88105726872247,3.0
20170315,1,2,9,1,090,3,-5.6390977443609,-2.0
20170316,1,2,9,1,040,15,2.95459875240374,1.0
20170316,1,2,15,1,110,1,1.49051490514906,-2.0
20170316,1,2,27,1,020,2,-1.71485724677214,3.0
20170317,1,2,2,1,042,4,0.0,1.9
20170317,1,2,5,1,046,8,0.571428571428568,7.0
20170317,1,2,9,1,040,24,-0.49231445950560193,1.0
20170317,1,2,11,1,051,6,1.25628140703517,3.4
20170317,1,2,14,1,040,6,-0.295857988165681,1.0
20170317,1,2,23,1,040,8,-4.61538461538462,1.0
20170318,1,2,9,1,020,6,4.11764705882353,3.0
20170318,1,2,40,1,020,2,-0.43956043956044,3.0
20170319,1,2,41,1,020,14,2.6344426107782448,3.0
20170320,1,2,5,1,192,6,0.0,-9.5
20170320,1,2,8,1,031,3,1.16959064327485,5.2
20170320,1,2,9,1,036,1,2.77078085642318,4.0
20170320,1,2,9,1,040,8,-2.50447227191413,1.0
20170320,1,2,9,1,046,1,2.77078085642318,7.0
20170321,1,2,5,1,046,8,0.710479573712254,7.0
20170321,1,2,8,1,040,4,3.45622119815668,1.0
20170321,1,2,12,1,040,3,3.14309346567411,1.0
20170321,1,2,14,1,043,3,2.20183486238532,2.8
20170321,1,2,35,1,020,5,-2.29132569558101,3.0
20170321,1,2,35,1,111,5,-2.29132569558101,-2.0
20170322,1,2,5,1,046,6,1.00864553314121,7.0
20170322,1,2,46,1,042,4,0.12565231096847332,1.9
20170323,1,2,5,1,046,2,2.77777777777777,7.0
20170323,1,2,9,1,013,10,-5.32212885154062,0.4
20170323,1,2,25,1,060,10,-0.3003003003003,6.0
20170323,1,2,46,1,042,3,0.32537960954447,1.9
20170324,1,2,5,1,046,10,0.96153846153846,7.0
20170324,1,2,14,1,050,2,-0.42553191489361,3.5
20170324,1,2,14,1,090,6,5.01792114695341,-2.0
20170324,1,2,40,1,013,6,2.23880597014925,0.4
20170325,1,2,28,1,010,6,-2.41157556270096,0.0
20170327,1,2,9,1,042,2,2.22222222222222,1.9
20170327,1,2,23,1,060,6,-2.33050847457627,6.0
20170327,1,2,25,1,042,3,-0.47430830039526,1.9
20170328,1,2,9,1,036,6,0.75376884422111,4.0
20170328,1,2,27,1,020,2,-1.13314447592068,3.0
20170328,1,2,28,1,046,2,-2.39520958083832,7.0
20170329,1,2,6,1,010,4,-0.30976990279316,0.0
20170329,1,2,12,1,020,5,2.6116272100689253,3.0
20170329,1,2,12,1,100,1,3.52112676056338,-5.0
20170329,1,2,20,1,051,1,-0.550964187327824,3.4
20170329,1,2,27,1,020,2,-1.15606936416185,3.0
20170329,1,2,38,1,046,6,-4.66101694915254,7.0
20170330,1,2,5,1,040,2,2.2964093258550546,1.0
20170330,1,2,14,1,090,6,5.03685503685503,-2.0
20170330,1,2,23,1,0831,2,0.56497175141243,5.0
20170331,1,2,5,1,020,1,-0.97087378640777,3.0
20170331,1,2,5,1,040,3,2.6366582648920249,1.0
20170331,1,2,27,1,040,2,-4.96031746031746,1.0
20170401,1,2,5,1,040,1,3.42857142857143,1.0
20170401,1,2,27,1,040,2,-4.97017892644135,1.0
20170402,1,2,9,1,040,8,0.34762456546929,1.0
20170402,1,2,30,1,046,2,3.76344086021505,7.0
20170402,1,2,30,1,051,2,4.32098765432099,3.4
20170402,1,2,40,1,046,10,-3.70370370370371,7.0
20170402,1,2,40,1,061,5,-3.38461538461539,6.4
20170403,1,2,9,1,040,8,0.37037037037037,1.0
20170403,1,2,23,1,051,1,2.77401894451962,3.4
20170404,1,2,5,1,040,3,2.74914089347079,1.0
20170404,1,2,6,1,010,2,-0.43103448275862,0.0
20170404,1,2,22,1,036,2,-0.1985111662531,4.0
20170405,1,2,5,1,042,3,1.59090909090909,1.9
20170405,1,2,16,1,051,10,0.0,3.4
20170405,1,2,25,1,042,3,0.46674445740956,1.9
20170406,1,2,5,1,042,3,-2.56595590892664,1.9
20170406,1,2,5,1,071,5,-2.56595590892664,7.4
20170406,1,2,19,1,043,4,-1.72413793103448,2.8
20170406,1,2,24,1,043,10,-7.8125,2.8
20170406,1,2,27,1,040,44,-3.1752269620316729,1.0
20170406,1,2,27,1,062,4,-1.78861788617886,7.4
20170406,1,2,30,1,040,3,1.2987012987013,1.0
20170407,1,2,5,1,012,6,-0.993377483443711,-0.4
20170407,1,2,5,1,023,2,-1.881557707828895,3.4
20170407,1,2,27,1,020,1,-0.89285714285714,3.0
20170407,1,2,27,1,040,2,-4.97017892644135,1.0
20170409,1,2,5,1,023,1,-1.44694533762058,3.4
20170409,1,2,8,1,040,8,-4.0683195592286552,1.0
20170409,1,2,14,1,042,1,3.08823529411765,1.9
20170409,1,2,17,1,040,4,-3.86666666666667,1.0
20170409,1,2,40,1,040,6,-3.54609929078014,1.0
20170410,1,2,5,1,023,2,-1.57276412674775,3.4
20170411,1,2,33,1,160,2,-1.4018691588785,-4.0
20170412,1,2,2,1,060,6,-0.07501875468867,6.0
20170412,1,2,11,1,051,2,4.63861920172599,3.4
20170412,1,2,23,1,036,3,-4.9079754601227,4.0
20170412,1,2,27,1,080,2,-0.19960079840319,5.0
20170413,1,2,23,1,036,3,-4.375,4.0
20170414,1,2,30,1,051,2,-2.12686567164179,3.4
20170415,1,2,30,1,013,4,-1.06801573917931,0.4
20170416,1,2,8,1,046,10,1.28342245989305,7.0
20170417,1,2,21,1,0842,1,-1.42045454545455,7.0
20170417,1,2,40,1,061,10,-5.71428571428572,6.4
20170418,1,2,14,1,046,2,-0.21739130434782,7.0
20170418,1,2,20,1,020,1,2.5830258302583,3.0
20170418,1,2,23,1,120,10,-2.38663484486873,-4.0
20170418,1,2,37,1,036,1,2.06611570247934,4.0
20170418,1,2,37,1,040,1,2.06611570247934,1.0
20170418,1,2,37,1,046,2,2.06611570247934,7.0
20170418,1,2,40,1,112,6,-4.3046357615894,-2.0
20170418,1,2,41,1,036,10,1.39664804469273,4.0
20170419,1,2,5,1,112,8,-0.64935064935065,-2.0
20170419,1,2,30,1,060,8,0.734394124847,6.0
20170419,1,2,37,1,036,1,0.833333333333337,4.0
20170419,1,2,37,1,040,1,0.833333333333337,1.0
20170419,1,2,37,1,046,2,0.833333333333337,7.0
20170419,1,2,40,1,057,10,4.13625304136253,8.0
20170420,1,2,5,1,031,10,4.76190476190476,5.2
20170420,1,2,5,1,036,10,-3.4416826003824,4.0
20170420,1,2,6,1,036,1,-3.98230088495575,4.0
20170420,1,2,8,1,036,10,-0.58479532163743,4.0
20170420,1,2,13,1,040,1,-1.05820105820106,1.0
20170420,1,2,41,1,012,6,-0.56497175141243,-0.4
20170421,1,2,42,1,040,6,0.52770448548812665,1.0
20170421,1,2,44,1,040,2,-0.78740157480315,1.0
20170421,1,2,44,1,046,2,-0.78740157480315,7.0
20170423,1,2,2,1,010,6,0.61728395061728,0.0
20170423,1,2,2,1,040,6,0.61728395061728,1.0
20170424,1,2,38,1,193,10,-3.43839541547278,-10.0
20170425,1,2,2,1,071,2,3.17460317460317,7.4
20170425,1,2,5,1,051,4,-2.3823514765200953,3.4
20170425,1,2,9,1,020,2,1.891771019678,3.0
20170425,1,2,37,1,090,10,0.0,-2.0
20170426,1,2,23,1,010,2,4.90956072351421,0.0
20170426,1,2,27,1,040,7,0.418410041841004,1.0
20170426,1,2,30,1,040,6,-1.11111111111111,1.0
20170426,1,2,30,1,046,6,-1.11111111111111,7.0
20170426,1,2,43,1,046,2,-2.05949656750572,7.0
20170427,1,2,19,1,071,2,0.510204081632657,7.4
20170428,1,2,5,1,020,5,-1.57575757575758,3.0
20170428,1,2,8,1,013,2,0.241545893719811,0.4
20170429,1,2,5,1,020,3,-1.21765601217656,3.0
20170429,1,2,8,1,090,10,0.39318479685452,-2.0
20170502,1,2,12,1,043,3,-0.15063973732684005,2.8
20170502,1,2,19,1,071,6,-4.70588235294118,7.4
20170502,1,2,27,1,051,2,1.23456790123457,3.4
20170503,1,2,5,1,026,1,0.0,4.0
20170503,1,2,5,1,040,3,2.48565965583174,1.0
20170503,1,2,8,1,057,2,0.63291139240506,8.0
20170503,1,2,12,1,043,5,0.0685783201120638,2.8
20170503,1,2,19,1,031,2,0.49443757725587,5.2
20170504,1,2,2,1,040,2,-1.40845070422536,1.0
20170504,1,2,23,1,043,3,2.40740740740741,2.8
20170504,1,2,41,1,040,6,3.00187617260788,1.0
20170505,1,2,9,1,120,10,-1.91693290734825,-4.0
20170505,1,2,15,1,010,10,-3.29171396140749,0.0
20170505,1,2,19,1,031,3,0.74626865671642,5.2
20170505,1,2,40,1,030,2,-0.51813471502591,4.0
20170506,1,2,25,1,042,3,0.42016806722689,1.9
20170507,1,2,8,1,071,5,-0.5736137667304,7.4
20170508,1,2,5,1,046,20,0.336523498288205,7.0
20170509,1,2,5,1,046,20,0.05945303210464,7.0
20170509,1,2,10,1,020,8,-2.22222222222222,3.0
20170509,1,2,10,1,030,2,-2.22222222222222,4.0
20170509,1,2,13,1,042,2,1.74825174825175,1.9
20170509,1,2,22,1,051,10,3.5670356703567,3.4
20170509,1,2,27,1,042,4,-3.27380952380952,1.9
20170510,1,2,23,1,020,6,-4.98614958448753,3.0
20170511,1,2,5,1,020,4,0.68226120857699,3.0
20170511,1,2,14,1,010,10,-0.5524861878453,0.0
20170511,1,2,22,1,051,2,4.47368421052632,3.4
20170511,1,2,27,1,012,2,0.69767441860465,-0.4
20170511,1,2,36,1,014,6,-2.36220472440945,0.0
20170512,1,2,23,1,046,5,-5.74257425742574,7.0
20170512,1,2,38,1,036,6,-0.57670126874279,4.0
20170513,1,2,25,1,010,6,2.31788079470199,0.0
20170515,1,2,23,1,051,3,-0.33670033670034,3.4
20170515,1,2,25,1,010,4,1.42517814726841,0.0
20170515,1,2,41,1,043,6,-1.75824175824176,2.8
20170516,1,2,12,1,031,3,0.11600928074246,5.2
20170517,1,2,5,1,010,5,0.882028665931644,0.0
20170517,1,2,23,1,036,6,-0.1727115716753,4.0
20170518,1,2,5,1,016,18,-3.614223108828905,-2.0
20170518,1,2,5,1,112,18,-3.614223108828905,-2.0
20170518,1,2,23,1,036,6,-0.1727115716753,4.0
20170518,1,2,27,1,031,6,1.41509433962264,5.2
20170519,1,2,5,1,016,6,-4.61095100864553,-2.0
20170519,1,2,5,1,112,6,-4.61095100864553,-2.0
20170519,1,2,5,1,192,3,-2.1953896816685,-9.5
20170519,1,2,24,1,012,10,-3.2258064516129,-0.4
20170519,1,2,24,1,084,14,-4.7209614545347,7.0
20170520,1,2,24,1,112,2,-2.9,-2.0
20170520,1,2,25,1,0311,10,-0.62597809076682,5.2
20170520,1,2,36,1,031,30,3.41136603657397,5.2
20170520,1,2,36,1,0311,20,1.71706516643226,5.2
20170521,1,2,36,1,031,6,3.41113105924596,5.2
20170521,1,2,36,1,0311,10,2.13276217538537,5.2
20170522,1,2,38,1,043,1,-5.33333333333333,2.8
20170524,1,2,8,1,026,2,5.29100529100529,4.0
20170524,1,2,40,1,120,6,-0.69204152249135,-4.0
20170525,1,2,15,1,030,10,-2.53521126760564,4.0
20170527,1,2,9,1,084,10,-1.10803324099723,7.0
20170527,1,2,24,1,012,4,-5.68862275449101,-0.4
20170527,1,2,24,1,173,5,-7.14285714285715,-5.0
20170527,1,2,44,1,080,6,-3.44497607655503,5.0
20170528,1,2,12,1,040,10,-2.87226001511716,1.0
20170528,1,2,28,1,040,4,1.8,1.0
20170529,1,2,8,1,057,4,-2.61682242990654,8.0
20170530,1,2,5,1,051,3,3.30237358101136,3.4
20170530,1,2,44,1,050,10,-3.21285140562249,3.5
20170531,1,2,8,1,025,1,-1.37931034482759,-0.3
20170531,1,2,11,1,010,2,1.82815356489945,0.0
20170531,1,2,27,1,040,10,0.0,1.0
20170601,1,2,2,1,010,10,0.33670033670034,0.0
20170601,1,2,2,1,100,10,0.10111223458038,-5.0
20170601,1,2,5,1,040,2,6.02678571428571,1.0
20170601,1,2,8,1,027,2,4.18604651162791,4.0
20170601,1,2,22,1,061,3,-3.5024154589372,6.4
20170601,1,2,27,1,040,2,0.0,1.0
20170602,1,2,2,1,100,5,0.24024024024024,-5.0
20170602,1,2,5,1,010,1,-1.2311901504788,0.0
20170602,1,2,5,1,043,6,-1.80505415162455,2.8
20170602,1,2,8,1,010,1,-1.76056338028169,0.0
20170602,1,2,8,1,027,3,-1.0425654299683651,4.0
20170602,1,2,8,1,120,2,-1.38297872340425,-4.0
20170602,1,2,8,1,140,4,-3.30578512396694,-6.5
20170602,1,2,27,1,043,2,2.42792109256449,2.8
20170602,1,2,40,1,020,6,-0.98039215686274,3.0
20170603,1,2,2,1,100,10,0.10570824524313,-5.0
20170603,1,2,8,1,020,4,-0.82135523613963,3.0
20170603,1,2,8,1,120,4,-1.26315789473684,-4.0
20170603,1,2,32,1,016,10,-8.16326530612245,-2.0
20170603,1,2,32,1,112,10,-8.16326530612245,-2.0
20170603,1,2,40,1,020,1,0.41928721174004,3.0
20170604,1,2,9,1,040,1,-0.13123359580052,1.0
20170604,1,2,14,1,016,10,-10.5263157894737,-2.0
20170604,1,2,14,1,112,10,-10.5263157894737,-2.0
20170605,1,2,5,1,051,10,0.0,3.4
20170605,1,2,5,1,110,3,-4.0133779264214,-2.0
20170605,1,2,24,1,010,2,1.24133949191686,0.0
20170605,1,2,27,1,100,2,0.283286118980171,-5.0
20170606,1,2,2,1,0311,5,-1.47058823529412,5.2
20170606,1,2,3,1,042,20,-0.55172518758656,1.9
20170606,1,2,5,1,110,3,-4.0133779264214,-2.0
20170606,1,2,15,1,010,1,-0.77760497667185,0.0
20170606,1,2,23,1,051,6,-0.56179775280898,3.4
20170606,1,2,25,1,046,6,1.171875,7.0
20170606,1,2,27,1,100,2,0.761421319796959,-5.0
